Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13
Seq_12533	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Paludibaculum	NA	100	100	100	100	100	100
Seq_12534	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_12535	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	92	52
Seq_12536	Bacteria	Armatimonadetes	NA	NA	NA	NA	NA	100	90	90	90	90	90
Seq_12537	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	99	94
Seq_12538	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	100	100	100	100	100
Seq_12539	Bacteria	NA	NA	NA	NA	NA	NA	97	45	45	37	37	37
Seq_12540	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	NA	100	100	100	100	100	100
Seq_12541	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	99
Seq_12542	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	NA	100	100	100	100	100	69
Seq_12543	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	NA	100	99	99	99	96	92
Seq_12544	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	85
Seq_12545	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	99	99	61
Seq_12546	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	100	100	100	100	100	100
Seq_12547	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA	100	100	100	100	100	100
Seq_12548	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	100	100	100	100	96	96
Seq_12549	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	100
Seq_12550	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_12551	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA	100	100	100	100	100	99
Seq_12552	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12553	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	NA	100	100	100	100	100	99
Seq_12554	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	99	98	98	95	95
Seq_12555	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA	NA	100	100	100	100	25	25
Seq_12556	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	97	71	71	71	71	71
Seq_12557	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA	100	100	100	100	100	100
Seq_12558	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	100	100	100	100	100	99
Seq_12559	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yonathbacteria	NA	NA	NA	99	99	99	57	57	57
Seq_12560	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100
Seq_12561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	100	47
Seq_12562	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	100	100	100	97
Seq_12563	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	NA	100	100	100	100	100	58
Seq_12564	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_12565	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	100	35	35
Seq_12566	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA	100	100	100	100	100	100
Seq_12567	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA	100	95	91	76	76	76
Seq_12568	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	100	100	100	100	100	85
Seq_12569	Bacteria	NA	NA	NA	NA	NA	NA	54	41	38	35	34	34
Seq_12570	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	NA	100	100	100	100	100	95
Seq_12571	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	100	95	94	94	94
Seq_12572	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_12573	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	100	100	100	99	59	58
Seq_12574	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	100	100	100	100	99	99
Seq_12575	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia	NA	100	93	89	57	57	57
Seq_12576	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	95	95	92
Seq_12577	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA	100	100	100	100	58	19
Seq_12578	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_12579	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA	98	94	94	73	11	11
Seq_12580	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA	NA	100	99	99	55	55	55
Seq_12581	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	NA	100	100	100	100	99	98
Seq_12582	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	NA	100	100	100	100	100	100
Seq_12583	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	100	100	100	100	80	80
Seq_12584	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Nodosilineaceae	Nodosilinea_PCC-7104	NA	100	100	100	100	100	100
Seq_12585	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	62	60	36	35	31	31
Seq_12586	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	100
Seq_12587	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	NA	100	100	100	100	100	100
Seq_12588	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	100	100	100	100	100	85
Seq_12589	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	99	99	99	99	99
Seq_12590	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA	100	98	96	96	96	96
Seq_12591	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA	100	100	100	100	100	62
Seq_12592	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	NA	100	100	100	100	100	100
Seq_12593	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	100	100	100	100	100	100
Seq_12594	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_12595	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_12596	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	94
Seq_12597	Bacteria	NA	NA	NA	NA	NA	NA	61	49	42	40	40	40
Seq_12598	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	99	99	81
Seq_12599	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	NA	NA	100	100	100	97	67	67
Seq_12600	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	100	100	100	100	40	40
Seq_12601	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	98	98
Seq_12602	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	99	99	97	95	95
Seq_12603	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	100	71	67	67	67	67
Seq_12604	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	98	98	94
Seq_12605	Bacteria	NA	NA	NA	NA	NA	NA	51	5	4	4	4	4
Seq_12606	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	NA	100	100	100	100	98	69
Seq_12607	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	94
Seq_12608	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	100	100	100
Seq_12609	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA	100	100	100	99	99	99
Seq_12610	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	98	91	85	83	83	83
Seq_12611	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	daejeonensis	100	100	100	100	100	100
Seq_12612	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	98	96	96	95	95
Seq_12613	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA	NA	100	100	100	100	94	94
Seq_12614	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	99	99	99
Seq_12615	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	100	100	100	100	100	100
Seq_12616	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	100
Seq_12617	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA	NA	100	99	95	94	94	94
Seq_12618	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12619	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Allocatelliglobosispora	NA	100	100	100	100	100	98
Seq_12620	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA	100	100	100	100	100	100
Seq_12621	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	100	100	100	100	100	100
Seq_12622	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	NA	100	100	100	100	100	100
Seq_12623	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	68
Seq_12624	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA	100	100	100	100	100	100
Seq_12625	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	100
Seq_12626	Bacteria	Armatimonadetes	NA	NA	NA	NA	NA	99	81	77	77	77	77
Seq_12627	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	NA	100	100	100	95	94	88
Seq_12628	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora	NA	100	100	99	99	89	89
Seq_12629	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	DS-100	NA	NA	NA	100	100	100	100	100	100
Seq_12630	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	63	45
Seq_12631	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA	100	100	100	88	79	79
Seq_12632	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	84	84	84
Seq_12633	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	99	99	99	96	94	42
Seq_12634	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	99	98	96	94	94	94
Seq_12635	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12636	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	96	96	96
Seq_12637	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12638	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	100	100	100	100
Seq_12639	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	99	99
Seq_12640	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	99	86	61	45	44	44
Seq_12641	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	97	96	96	96	96
Seq_12642	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	100	100	100	100
Seq_12643	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	100	100	100	100	100	100
Seq_12644	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12645	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	99	80	47
Seq_12646	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	98	98
Seq_12647	Bacteria	NA	NA	NA	NA	NA	NA	91	32	32	22	22	22
Seq_12648	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA	100	100	100	100	100	100
Seq_12649	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	99	99	91	91	91	91
Seq_12650	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	100	100	100	100	100	100
Seq_12651	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	100	100	100	100	100	100
Seq_12652	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium	NA	100	100	100	100	100	100
Seq_12653	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_12654	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Minicystis	NA	100	100	100	100	62	50
Seq_12655	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA	NA	100	76	76	76	76	76
Seq_12656	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	100	100	100
Seq_12657	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	94	41
Seq_12658	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	100	100	99	99	99	99
Seq_12659	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	100	100	100	100	100
Seq_12660	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_12661	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	NA	100	100	100	100	94	80
Seq_12662	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	98	97	97	95	95	95
Seq_12663	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	NA	100	100	100	100	100	100
Seq_12664	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	100	100	100	99	99	49
Seq_12665	Bacteria	NA	NA	NA	NA	NA	NA	87	26	15	15	7	7
Seq_12666	Bacteria	NA	NA	NA	NA	NA	NA	96	26	10	7	5	2
Seq_12667	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	99	99	97	97	91
Seq_12668	Bacteria	Armatimonadetes	NA	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12669	Bacteria	NA	NA	NA	NA	NA	NA	90	22	22	17	17	17
Seq_12670	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA	100	98	98	79	67	67
Seq_12671	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA	100	100	100	100	100	100
Seq_12672	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	100	100	100	100	98	81
Seq_12673	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA	NA	100	100	100	63	63	63
Seq_12674	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	NA	100	100	100	100	100	93
Seq_12675	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	100
Seq_12676	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	99	99	99	99	99
Seq_12677	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	NA	100	100	100	61	56	50
Seq_12678	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	dokdonensis	100	100	100	100	100	94
Seq_12679	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium	NA	100	100	100	100	100	100
Seq_12680	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12681	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	100	100	99
Seq_12682	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	100	100	100	100	100	89
Seq_12683	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	100	99	99	99	99
Seq_12684	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	11-24	NA	NA	NA	100	100	100	100	100	100
Seq_12685	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100
Seq_12686	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	84	82	82	82	82
Seq_12687	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12688	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100
Seq_12689	Bacteria	Armatimonadetes	NA	NA	NA	NA	NA	98	76	76	76	76	76
Seq_12690	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12691	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	NA	100	100	100	100	99	99
Seq_12692	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA	100	100	100	100	100	99
Seq_12693	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	89	80	80	80	80
Seq_12694	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	100	46	27
Seq_12695	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	100
Seq_12696	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	100	100	100	100	100	99
Seq_12697	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA	100	100	100	89	85	32
Seq_12698	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	NA	100	100	100	100	100	99
Seq_12699	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	100	100	100	99	99	98
Seq_12700	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA	NA	100	95	95	94	94	94
Seq_12701	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12702	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA	100	98	98	96	96	96
Seq_12703	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA	100	100	100	99	99	97
Seq_12704	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	98	90	72	30	27	27
Seq_12705	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	97
Seq_12706	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12707	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	11-24	NA	NA	NA	100	100	100	100	100	100
Seq_12708	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	100	100	100	100	100	99
Seq_12709	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	77
Seq_12710	Bacteria	Armatimonadetes	NA	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12711	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12712	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	NA	100	100	100	100	100	100
Seq_12713	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	97	97
Seq_12714	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	96	96	96	96
Seq_12715	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	95
Seq_12716	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	57	57
Seq_12717	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	35
Seq_12718	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	99	48	48	48
Seq_12719	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	100	100	100	100	100
Seq_12720	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	NA	100	99	98	88	88	88
Seq_12721	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_12722	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA	100	100	100	100	100	99
Seq_12723	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA	NA	100	100	100	100	100	100
Seq_12724	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100
Seq_12725	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA	100	100	100	95	92	92
Seq_12726	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA	100	100	100	100	100	100
Seq_12727	Bacteria	NA	NA	NA	NA	NA	NA	100	45	44	8	8	8
Seq_12728	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA	NA	100	100	100	77	77	77
Seq_12729	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniovalibus	NA	100	100	100	98	98	54
Seq_12730	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	NA	100	100	100	100	92	91
Seq_12731	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	100	88	40	32	32	17
Seq_12732	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA	100	100	100	100	92	90
Seq_12733	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	NA	100	99	87	86	86	82
Seq_12734	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	98	98	92	92	92
Seq_12735	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	100	100	100	100	100	100
Seq_12736	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	98
Seq_12737	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	100	91	78	67	50	50
Seq_12738	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA	100	100	100	100	91	91
Seq_12739	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	99	99	16	16	16
Seq_12740	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catelliglobosispora	NA	100	100	100	94	94	61
Seq_12741	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	100	100	100	100	97	97
Seq_12742	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	100	100	100	100	100	100
Seq_12743	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA	100	100	100	98	98	98
Seq_12744	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA	100	90	89	79	76	76
Seq_12745	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
